,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2288.0,138343.0,11239.0,14475.0,4920.0,97899.0,268269.0,702711.0,4900.0,0.0,0.0,0.0,0.0,0.0,138343.0,366168.0,21663.0,10.0,500
mean,4.576,276.686,22.478,28.95,9.84,195.798,536.538,1405.422,9.8,0.0,0.0,0.0,0.0,0.0,276.686,732.336,43.326,0.02,500
std,6.4646583525527825,178.86292879911477,7.771892989567122,4.947368280794509,77.24446786425072,764.669395074451,790.5022708610475,1223.419577594573,1.4014021035061361,0.0,0.0,0.0,0.0,0.0,178.86292879911477,1088.3584792994109,9.114047164208822,0.14014021035061358,500
