,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,3569.0,149319.0,11658.0,14628.0,615.0,76345.0,330295.0,647978.0,4980.0,0.0,0.0,0.0,0.0,0.0,149319.0,406640.0,23177.0,2.0,500
mean,7.138,298.638,23.316,29.256,1.23,152.69,660.59,1295.956,9.96,0.0,0.0,0.0,0.0,0.0,298.638,813.28,46.354,0.004,500
std,7.192664655723871,167.45172174160663,8.0275168048472,3.7888222904614297,27.503636123247407,140.88901066674188,945.1476339704818,1202.8488420152696,0.6318214912406724,0.0,0.0,0.0,0.0,0.0,167.45172174160663,967.718396740902,8.441516593883449,0.06318214912406725,500
