,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1065.0,17637.0,1420.0,2130.0,17835.0,3266.0,702123.0,710.0,0.0,0.0,0.0,0.0,0.0,0.0,17637.0,3266.0,3905.0,100
mean,10.65,176.37,14.2,21.3,178.35,32.66,7021.23,7.1,0.0,0.0,0.0,0.0,0.0,0.0,176.37,32.66,39.05,100
std,6.84072032358103,162.11609850332383,9.120960431441373,13.68144064716206,280.4695332668222,61.09575527916251,4067.107000142246,4.560480215720687,0.0,0.0,0.0,0.0,0.0,0.0,162.11609850332383,61.09575527916251,25.08264118646377,100
