,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1110.0,19220.0,1480.0,2220.0,15990.0,14264.0,740819.0,740.0,0.0,0.0,0.0,0.0,0.0,0.0,19220.0,14264.0,4070.0,100
mean,11.1,192.2,14.8,22.2,159.9,142.64,7408.19,7.4,0.0,0.0,0.0,0.0,0.0,0.0,192.2,142.64,40.7,100
std,6.612660034152121,160.8264011694949,8.81688004553616,13.225320068304242,271.11906140023694,995.849006038708,4157.601094684921,4.40844002276808,0.0,0.0,0.0,0.0,0.0,0.0,160.8264011694949,995.849006038708,24.24642012522444,100
