,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,3000.0,58419.0,3610.0,6000.0,28962.0,254804.0,1092083.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,58419.0,283766.0,11000.0,200
mean,15.0,292.095,18.05,30.0,144.81,1274.02,5460.415,10.0,0.0,0.0,0.0,0.0,0.0,0.0,292.095,1418.83,55.0,200
std,0.0,167.8285975804754,3.9719493840616438,0.0,143.831887840628,3094.1184470575977,4465.655959488772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.8285975804754,3181.957534262399,0.0,200
