,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,2205.0,32292.0,2940.0,4410.0,94095.0,11936.0,2132076.0,1470.0,0.0,0.0,0.0,0.0,0.0,0.0,32292.0,11936.0,8085.0,300
mean,7.35,107.64,9.8,14.7,313.65,39.78666666666667,7106.92,4.9,0.0,0.0,0.0,0.0,0.0,0.0,107.64,39.78666666666667,26.95,300
std,7.511028680511404,145.29813796577392,10.01470490734854,15.022057361022808,307.9521759009676,94.87743099351212,4317.76393730919,5.00735245367427,0.0,0.0,0.0,0.0,0.0,0.0,145.29813796577392,94.87743099351212,27.540438495208477,300
