,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1530.0,22302.0,2060.0,3090.0,59655.0,8243.0,37.0,1537067.0,1030.0,0.0,0.0,0.0,0.0,0.0,22302.0,8280.0,5650.0,200
mean,7.65,111.51,10.3,15.45,298.275,41.215,0.185,7685.335,5.15,0.0,0.0,0.0,0.0,0.0,111.51,41.4,28.25,200
std,7.5173166922284365,132.23167540305727,10.020581834479849,15.030872751719773,308.1328914102553,66.95501208435468,2.616295090390226,4337.851257296305,5.010290917239924,0.0,0.0,0.0,0.0,0.0,132.23167540305727,68.10094487940191,27.503996968554066,200
