,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1785.0,27480.0,2380.0,3570.0,49815.0,8160.0,1459362.0,1190.0,0.0,0.0,0.0,0.0,0.0,0.0,27480.0,8160.0,6545.0,200
mean,8.925,137.4,11.9,17.85,249.075,40.8,7296.81,5.95,0.0,0.0,0.0,0.0,0.0,0.0,137.4,40.8,32.725,200
std,7.381858449662542,147.60980071232282,9.84247793288339,14.763716899325084,302.65619643616424,63.32178330721609,4095.700183591244,4.921238966441695,0.0,0.0,0.0,0.0,0.0,0.0,147.60980071232282,63.32178330721609,27.06681431542932,200
