,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,624.0,103783.0,6650.0,11550.0,42435.0,84575.0,803849.0,2418815.0,3850.0,0.0,0.0,0.0,0.0,0.0,103783.0,888424.0,16024.0,500
mean,1.248,207.566,13.3,23.1,84.87,169.15,1607.698,4837.63,7.7,0.0,0.0,0.0,0.0,0.0,207.566,1776.848,32.048,500
std,3.9049960291882813,187.86336239368143,8.212483776517232,12.63761919182865,212.32592327690696,464.8598680180799,3443.0149821239897,4679.440546984814,4.212539730609549,0.0,0.0,0.0,0.0,0.0,187.86336239368143,3543.9924607735884,17.949542282082657,500
