,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,6000.0,122204.0,6820.0,12000.0,63942.0,841036.0,1969548.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,122204.0,904978.0,22000.0,400
mean,15.0,305.51,17.05,30.0,159.855,2102.59,4923.87,10.0,0.0,0.0,0.0,0.0,0.0,0.0,305.51,2262.445,55.0,400
std,0.0,168.96005044570896,4.566138856862601,0.0,159.5639860341228,3977.3761784702565,4730.759878780228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.96005044570896,4050.1237577520715,0.0,400
