,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,200.0,0.0,0.0,0.0,0.0,269771.0,2340.0,0.0,2928.0,0.0,19792.0,0.0,6000.0,39615.0,0.0,0.0,0.0,0.0,523514.0,39615.0,0.0,19792.0,11268.0,452839.0,507.90200000000004,507.90200000000004,40
mean,5.0,0.0,0.0,0.0,0.0,6744.275,58.5,0.0,73.2,0.0,494.8,0.0,150.0,990.375,0.0,0.0,0.0,0.0,13087.85,990.375,0.0,494.8,281.7,11320.975,12.69755,12.69755,40
std,4.385290096535146,0.0,0.0,0.0,0.0,4558.224783711983,49.0839155857677,0.0,62.68652167731114,0.0,566.2403766092312,0.0,131.5587028960544,861.6808763645087,0.0,0.0,0.0,0.0,5370.083165807799,861.6808763645087,0.0,566.2403766092312,242.18759416871615,6495.455186226909,11.906882698136378,11.906882698136378,40
