0,100,200,300,400,500
10,37613.75,75893,53218.25,45249.25,42438.5
20,32874,70625.25,103319.75,133040.5,163543
30,34692.75,79530,91483.75,120301,148627
40,34351.66667,66685,95182.25,114673.25,147060.75
50,33410.25,67512.75,90809.5,134991,142759
