0,100,200,300,400,500
10,37912.75,78083.75,54969.5,41138,35555.5
20,33296,69869.25,104665.5,142165.5,153864.5
30,35048,66774.75,96140.75,118553.5,148737.25
40,40648,56801,87680,117063.75,154447.5
50,36195.25,60103.75,86252.5,107716,115360.5
