,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1140.0,18260.0,1520.0,2280.0,14760.0,17909.0,719225.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,18260.0,17909.0,4180.0,24.0,100
mean,11.4,182.6,15.2,22.8,147.6,179.09,7192.25,7.6,0.0,0.0,0.0,0.0,0.0,0.0,182.6,179.09,41.8,0.24,100
std,6.438520439863917,144.55071459840346,8.584693919818557,12.877040879727835,263.9793380344206,995.3462733839887,4492.835660270919,4.2923469599092785,0.0,0.0,0.0,0.0,0.0,0.0,144.55071459840346,995.3462733839887,23.60790827950103,0.42923469599092784,100
