,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,1755.0,26084.0,2340.0,3480.0,51045.0,5454.0,1497056.0,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,26084.0,5454.0,6395.0,200
mean,8.775,130.42,11.7,17.4,255.225,27.27,7485.28,5.8,0.0,0.0,0.0,0.0,0.0,0.0,130.42,27.27,31.975,200
std,7.409377122723183,146.37775045800413,9.879169496964243,14.843911497402347,303.7844620316505,45.56531674917076,3944.900411656731,4.947970499134115,0.0,0.0,0.0,0.0,0.0,0.0,146.37775045800413,45.56531674917076,27.146066374301636,200
