,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,660.0,7673.0,880.0,1320.0,34440.0,3272.0,176913.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,7673.0,3272.0,2420.0,100
mean,6.6,76.73,8.8,13.2,344.4,32.72,1769.13,4.4,0.0,0.0,0.0,0.0,0.0,0.0,76.73,32.72,24.2,100
std,7.483314773547883,113.77302009268321,9.977753031397178,14.966629547095765,306.81590571546315,67.2878754443784,1031.7758218555311,4.988876515698589,0.0,0.0,0.0,0.0,0.0,0.0,113.77302009268321,67.2878754443784,27.438820836342238,100
