,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,780.0,9506.0,1040.0,1560.0,29520.0,3121.0,169177.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,9506.0,3121.0,2860.0,100
mean,7.8,95.06,10.4,15.6,295.2,31.21,1691.77,5.2,0.0,0.0,0.0,0.0,0.0,0.0,95.06,31.21,28.6,100
std,7.531750973530175,119.85654893760426,10.042334631373565,15.06350194706035,308.8017899147371,51.80485820203867,1011.3851173794114,5.021167315686783,0.0,0.0,0.0,0.0,0.0,0.0,119.85654893760426,51.80485820203867,27.61642023627731,100
