,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,2220.0,31508.0,2960.0,4440.0,93480.0,27054.0,2317524.0,1480.0,0.0,0.0,0.0,0.0,0.0,0.0,31508.0,27054.0,8140.0,300
mean,7.4,105.02666666666667,9.866666666666667,14.8,311.6,90.18,7725.08,4.933333333333334,0.0,0.0,0.0,0.0,0.0,0.0,105.02666666666667,90.18,27.133333333333333,300
std,7.511863526814431,137.11806531236348,10.015818035752575,15.023727053628862,307.9864045993917,812.6821365805064,4025.5416138140336,5.007909017876288,0.0,0.0,0.0,0.0,0.0,0.0,137.11806531236348,812.6821365805064,27.54349959831958,300
