,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,5238.0,114910.0,9439.0,11800.0,1230.0,67554.0,836973.0,2084748.0,3980.0,0.0,0.0,0.0,0.0,0.0,114910.0,904527.0,21018.0,2.0,400
mean,13.095,287.275,23.5975,29.5,3.075,168.885,2092.4325,5211.87,9.95,0.0,0.0,0.0,0.0,0.0,287.275,2261.3175,52.545,0.005,400
std,4.775771664084106,161.69661053853022,7.0884489856777835,3.17651154002465,43.432537783853526,508.99376558905055,3878.787054347814,4729.8498397800295,0.706220126566724,0.0,0.0,0.0,0.0,0.0,161.69661053853022,3917.424024683397,6.434008561185906,0.07062201265667242,400
