,100,200,300,400,500
10,1.251686824,1.30342464,1.478744063,1.472658932,1.575595281
20,1.28715979,1.442657031,1.479581639,1.634959843,1.684010118
30,1.23276551,1.407314413,1.496170454,1.569153215,1.625250169
40,1.271761156,1.306232931,1.465730405,1.578784161,1.692038603
50,1.22357506,1.348666991,1.429654262,1.589327514,1.667992907
