,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,267.0,46719.0,2520.0,4710.0,75645.0,25705.0,134801.0,383761.0,1570.0,0.0,0.0,0.0,0.0,0.0,46719.0,160506.0,6547.0,400
mean,0.6675,116.7975,6.3,11.775,189.1125,64.2625,337.0025,959.4025,3.925,0.0,0.0,0.0,0.0,0.0,116.7975,401.265,16.3675,400
std,3.0823198225885005,186.04608126654168,8.425406142832454,14.667556648778017,284.15225867309795,127.18332275781809,777.9019804717079,1164.9825584090283,4.8891855495926855,0.0,0.0,0.0,0.0,0.0,186.04608126654168,854.1107584759495,20.603122710247906,400
