,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,2974.0,53290.0,4553.0,5949.0,21827.0,264434.0,1136698.0,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,53290.0,286261.0,10913.0,1.0,200
mean,14.87,266.45,22.765,29.745,109.135,1322.17,5683.49,9.95,0.0,0.0,0.0,0.0,0.0,0.0,266.45,1431.305,54.565,0.005,200
std,1.2967295545673516,156.147261700881,5.819718258044377,2.5832811903745037,705.2088088612319,3220.64650975608,4572.719424431469,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,156.147261700881,3284.161629704775,3.4299559749287964,0.07071067811865475,200
