,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,498.0,0.0,0.0,0.0,0.0,396248.0,5051.0,0.0,17604.0,0.0,48993.0,0.0,14830.0,90230.0,0.0,0.0,0.0,0.0,491126.0,90230.0,0.0,48993.0,37485.0,314418.0,1335.953,12722.0,127.22,139223.0,1392.23,191.1945,38.2389,152.9556,489.93000000000006,617.15,30.8575,122.0981,3.0,50
mean,9.96,0.0,0.0,0.0,0.0,7924.96,101.02,0.0,352.08,0.0,979.86,0.0,296.6,1804.6,0.0,0.0,0.0,0.0,9822.52,1804.6,0.0,979.86,749.7,6288.36,26.71906,254.44,2.5444,2784.46,27.8446,3.82389,0.7647780000000001,3.0591120000000003,9.7986,12.343,0.6171500000000001,2.441962,0.06,50
std,5.924559744256555,0.0,0.0,0.0,0.0,3537.3355876410474,56.91615387065935,0.0,238.21271920667198,0.0,1404.4441998926995,0.0,176.74263544395131,1075.7369756666017,0.0,0.0,0.0,0.0,4527.705709229318,1075.7369756666017,0.0,1404.4441998926995,449.0226688518711,5758.598808312838,17.182911934458225,129.52096355416757,1.2952096355416753,1886.2879453182807,18.862879453182806,1.9429364250892966,0.38858728501785933,1.5543491400714369,14.044441998926997,14.155127036822082,0.707756351841104,1.6213672380961164,0.23989793748209523,50
