,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,TTRAV,DIST,DRIVING_TIME,DRIVING_DIST,FARE,COMMISSION,REVENUE,PICKUP_DIST,TRAVEL_DIST,OPERATING_COST,PROFIT,LOST_PATIENCE,nV
sum,500.0,0.0,0.0,0.0,0.0,411191.0,5123.0,0.0,17187.0,0.0,38041.0,0.0,14778.0,88843.0,0.0,0.0,0.0,0.0,504787.0,88843.0,0.0,38041.0,37088.0,340815.0,1298.5670000000002,12650.0,126.50000000000001,126884.0,1268.8400000000001,190.086,38.0172,152.0688,380.41,506.91,25.3455,126.72329999999998,1.0,50
mean,10.0,0.0,0.0,0.0,0.0,8223.82,102.46,0.0,343.74,0.0,760.82,0.0,295.56,1776.86,0.0,0.0,0.0,0.0,10095.74,1776.86,0.0,760.82,741.76,6816.3,25.971340000000005,253.0,2.5300000000000002,2537.68,25.376800000000003,3.8017200000000004,0.760344,3.041376,7.6082,10.138200000000001,0.50691,2.5344659999999997,0.02,50
std,5.138887356744271,0.0,0.0,0.0,0.0,3039.5734776646627,51.67528521489568,0.0,237.5498065927331,0.0,460.03986916841217,0.0,152.3007443668411,917.8432130126961,0.0,0.0,0.0,0.0,3925.10143797168,917.8432130126961,0.0,460.03986916841217,425.78319480645524,5255.847962614829,14.737202511387045,146.25976332316054,1.4625976332316055,1333.025551142963,13.33025551142963,2.193209087997191,0.43864181759943816,1.7545672703977526,4.600398691684122,4.480841616464114,0.22404208082320573,1.750945650458981,0.14142135623730948,50
