0,100,200,300,400,500
10,22.1753,22.5992,17.6709,21.0063,17.7065
20,27.6959,56,48.33,46,43.095
30,94.0821,81.9585,75.4402,87.0325,69.1425
40,130.4587,122.5955,125.6356,97.4185,110.4233
50,166.7335,169.7204,139.0369,151.966,134.3316
