0,100,200,300,400,500
10,30.1176,14.7639,15.688,18.0847,8.7806
20,14.6783,54.8802,80.3521,53.216,56.8733
30,84.9498,83.8552,88.7012,88.7012,71.4083
40,113.3561,113.6099,124.253,106.0071,108.445
50,152.7537,168.3939,133.5944,122.8752,147.3453
