,100,200,300,400,500
10,1.324645423,1.340778183,1.574880402,1.476634332,1.772951533
20,1.182396913,1.442998163,1.565713057,1.584876172,1.690410993
30,1.240405255,1.355523943,1.465937467,1.569616551,1.652688345
40,1.175537359,1.381195826,1.465543671,1.578949415,1.656044997
50,1.215035273,1.297276459,1.500738205,1.65843259,1.667992907
