,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,2924.0,60131.0,4655.0,5932.0,33218.0,324797.0,970149.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60131.0,358015.0,10856.0,200
mean,14.62,300.655,23.275,29.66,166.09,1623.985,4850.745,10.0,0.0,0.0,0.0,0.0,0.0,0.0,300.655,1790.075,54.28,200
std,2.213617063205053,162.56711323798754,6.513177597153351,2.7663447573617637,704.8942982879021,3568.771520509966,4588.625609580662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.56711323798754,3632.1051649174615,3.5061467919402864,200
