,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,2924.0,60096.0,4655.0,5928.0,32574.0,324928.0,970149.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,60096.0,357502.0,10852.0,200
mean,14.62,300.48,23.275,29.64,162.87,1624.64,4850.745,10.0,0.0,0.0,0.0,0.0,0.0,0.0,300.48,1787.51,54.26,200
std,2.213617063205053,162.40807094334224,6.513177597153351,2.8213828178794036,705.0564060973379,3568.502963062653,4588.625609580662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.40807094334224,3632.8292613485914,3.547580391360544,200
