,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,nP
sum,2924.0,59805.0,4655.0,5942.0,32579.0,324828.0,970149.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,59805.0,357407.0,10866.0,200
mean,14.62,299.025,23.275,29.71,162.895,1624.14,4850.745,10.0,0.0,0.0,0.0,0.0,0.0,0.0,299.025,1787.035,54.33,200
std,2.213617063205053,160.4995479728759,6.513177597153351,2.398890028082607,704.9366584574715,3568.692732569938,4588.625609580662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.4995479728759,3630.6513132725704,3.230056707189255,200
