,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,RECEIVES_OFFER,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,570.0,7787.0,760.0,1140.0,38130.0,5334.0,177507.0,380.0,0.0,0.0,0.0,0.0,0.0,0.0,7787.0,5334.0,2090.0,100
mean,5.7,77.87,7.6,11.4,381.3,53.34,1775.07,3.8,0.0,0.0,0.0,0.0,0.0,0.0,77.87,53.34,20.9,100
std,7.31747596821845,123.75739178005496,9.756634624291268,14.6349519364369,300.0165146969564,98.07976757762432,1039.9072730126695,4.878317312145634,0.0,0.0,0.0,0.0,0.0,0.0,123.75739178005496,98.07976757762432,26.830745216800985,100
