,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,100.0,0.0,0.0,0.0,0.0,123949.0,1230.0,0.0,1572.0,0.0,20643.0,0.0,3000.0,22696.0,0.0,0.0,0.0,0.0,258890.0,22696.0,0.0,20643.0,5802.0,209749.0,276.22499999999997,276.22499999999997,20
mean,5.0,0.0,0.0,0.0,0.0,6197.45,61.5,0.0,78.6,0.0,1032.15,0.0,150.0,1134.8,0.0,0.0,0.0,0.0,12944.5,1134.8,0.0,1032.15,290.1,10487.45,13.811250000000001,13.811250000000001,20
std,4.154895653892748,0.0,0.0,0.0,0.0,4119.268042734624,47.40919297928798,0.0,61.45721661191801,0.0,2242.170500935011,0.0,124.64686961678242,918.279661564006,0.0,0.0,0.0,0.0,5992.7915426522395,918.279661564006,0.0,2242.170500935011,231.67261383253742,8419.564424756876,12.133321994343556,12.133321994343556,20
