,100,200,300,400,500
10,1.185292716,1.341574107,1.55856397,1.644902386,1.570840833
20,1.159855718,1.362466921,1.524256362,1.639911048,1.680685168
30,1.1940112,1.269596522,1.450377631,1.646180389,1.678946468
40,1.386233917,1.352266945,1.483898305,1.582106994,1.665252664
50,1.324975256,1.410884013,1.523511242,1.552253639,1.661737585
