,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,LOSES_PATIENCE,TRAVEL,WAIT,OPERATIONS,LOST_PATIENCE,nP
sum,1500.0,27471.0,2220.0,3000.0,25167.0,61453.0,577211.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,27471.0,86620.0,5500.0,0.0,100
mean,15.0,274.71,22.2,30.0,251.67,614.53,5772.11,10.0,0.0,0.0,0.0,0.0,0.0,0.0,274.71,866.2,55.0,0.0,100
std,0.0,158.13364089857154,5.285772785449063,0.0,1376.5141749500378,2089.930816384295,4407.810752997731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.13364089857154,2536.9683570049597,0.0,0.0,100
