,ACCEPTS_OFFER,ARRIVES_AT_DROPOFF,ARRIVES_AT_PICKUP,DEPARTS_FROM_PICKUP,LOSES_PATIENCE,MEETS_DRIVER_AT_PICKUP,RECEIVES_OFFER,REQUESTS_RIDE,SETS_OFF_FOR_DEST,STARTS_DAY,IS_REJECTED_BY_VEHICLE,REJECTS_OFFER,ARRIVES_AT_DEST,PREFERS_OTHER_SERVICE,TRAVEL,WAIT,OPERATIONS,nP
sum,140.0,22933.0,1330.0,2430.0,99015.0,11446.0,70584.0,375357.0,810.0,0.0,0.0,0.0,0.0,0.0,22933.0,82030.0,3380.0,400
mean,0.35,57.3325,3.325,6.075,247.5375,28.615,176.46,938.3925,2.025,0.0,0.0,0.0,0.0,0.0,57.3325,205.075,8.45,400
std,2.1608269093869534,134.74106586644976,6.950910940824135,12.070983663999419,301.974701580673,86.38137025898347,607.4540843235844,1148.618402268056,4.023661221333151,0.0,0.0,0.0,0.0,0.0,134.74106586644976,658.6341752574353,16.914275977102037,400
