,nRIDES,nREJECTED,OUT,STARTS_DAY,OPENS_APP,RECEIVES_REQUEST,ACCEPTS_REQUEST,REJECTS_REQUEST,IS_ACCEPTED_BY_TRAVELLER,IS_REJECTED_BY_TRAVELLER,ARRIVES_AT_PICKUP,MEETS_TRAVELLER_AT_PICKUP,DEPARTS_FROM_PICKUP,ARRIVES_AT_DROPOFF,CONTINUES_SHIFT,STARTS_REPOSITIONING,REPOSITIONED,DECIDES_NOT_TO_DRIVE,ENDS_SHIFT,TRAVEL,WAIT,CRUISE,OPERATIONS,IDLE,PAX_KM,REVENUE,nV
sum,79.0,0.0,0.0,0.0,0.0,808.0,89.0,0.0,1031.0,0.0,5668.0,0.0,2370.0,11805.0,0.0,0.0,0.0,0.0,32224.0,11805.0,0.0,5668.0,3490.0,11261.0,181.774,181.774,5
mean,15.8,0.0,0.0,0.0,0.0,161.6,17.8,0.0,206.2,0.0,1133.6,0.0,474.0,2361.0,0.0,0.0,0.0,0.0,6444.8,2361.0,0.0,1133.6,698.0,2252.2,36.3548,36.3548,5
std,1.3038404810405297,0.0,0.0,0.0,0.0,28.201063809721788,6.260990336999411,0.0,46.60686644690887,0.0,248.30888022783236,0.0,39.11521443121589,281.11919180305,0.0,0.0,0.0,0.0,174.251829258691,281.11919180305,0.0,248.30888022783236,69.0869017976635,372.5610017164974,8.146306261122277,8.146306261122277,5
